Id,Year,Month,Day,Hour,Minute,Second,Tsunami,Country,Location Name,Latitude,Longitude,Focal Depth (km),Mag,MMI Int,Deaths,Injuries,Damage ($Mil),Houses Destroyed
5293,1991,6,16,11,7,10.6,,TURKEY,TURKEY:  KAGIZMAN,39.984,42.875,26,4.5,,,,,
5294,1991,6,20,5,18,52.5,,INDONESIA,"INDONESIA:  MINAHASSA:  GORONTALO, MAMADO",1.196,122.787,31,7.5,6,,,,
5295,1991,6,28,14,43,54.5,,USA,"CALIFORNIA:  ARCADIA, GLENDALE, LOS ANGELES",34.262,-118.002,11,5.1,7,2,104,33.5,
5296,1991,7,4,11,43,10.4,,INDONESIA,"INDONESIA:  TIMOR:  KALABAHI, DILI",-8.099,124.681,29,6.5,,28,181,7.7,1150
5298,1991,7,12,10,42,21.2,,ROMANIA,"ROMANIA:  BANLOC, DETA, TIMISOARA",45.364,21.057,11,5.6,8,2,30,,
5299,1991,7,18,11,56,30.6,,ROMANIA,ROMANIA:  ORSAVA,44.888,22.407,12,5.6,8,,,,
5300,1991,7,23,19,44,50.2,,PERU,"PERU:  MACA, CHIVAY, YANQUE",-15.679,-71.574,5,4.7,5,92,30,,
5301,1991,7,24,9,45,41.8,,IRAQ,"IRAQ:  ARBIL,  DIBS",36.52,44.066,26,5.1,8,20,,,100
5302,1991,8,9,9,33,49.6,,COSTA RICA,COSTA RICA:  CARTAGO,9.737,-84.054,5,4.7,,,,,
5303,1991,8,17,6,18,34,,VENEZUELA,VENEZUELA:  BARQUISIMETO,10.045,-69.948,10,5.2,5,,,,
5304,1991,8,17,19,29,40,,USA,"CALIFORNIA:  HONEYDEW, WHITETHORN, PETROLIA",40.235,-124.348,12,6.2,7,,,,
5305,1991,9,8,13,50,30.8,,NEW ZEALAND,"NEW ZEALAND:  WELLINGTON, WANGANUI",-40.25,175.053,88,5.6,,,,,
5306,1991,9,18,9,48,13.1,,GUATEMALA,"GUATEMALA:  GUATEMALA CITY, PACHUTA, SOLOLA",14.646,-90.986,5,6.2,6,25,200,,
5307,1991,10,19,21,23,14.3,,INDIA,"INDIA:  CHAMOLI, UTTARKASHI, NEW DELHI, CHANDIGARH",30.78,78.774,10,7,8,2000,1800,60,7500
5309,1991,11,4,1,50,31.6,,IRAN,IRAN:  BEHBAHAN,30.666,50.218,39,5.4,,,51,,290
5310,1991,11,8,15,13,44.1,,INDIA,"INDIA:  JODHPUR, JAISALMER",26.323,70.607,22,5,,,,,
5311,1991,11,19,22,28,51,,COLOMBIA,"COLOMBIA:  CHACO, BUENAVENTURA, CALI",4.554,-77.442,21,6.4,6,2,,,
