Id,Year,Month,Day,Hour,Minute,Second,Tsunami,Country,Location Name,Latitude,Longitude,Focal Depth (km),Mag,MMI Int,Deaths,Injuries,Damage ($Mil),Houses Destroyed
5751,2003,12,26,1,56,52.4,,IRAN,"IRAN:  SOUTHEASTERN:  BAM, BARAVAT",28.995,58.311,10,6.6,9,31000,30000,500,
5752,2004,1,1,20,59,31.9,,INDONESIA,"INDONESIA:  BALI, LOMBOK",-8.31,115.788,45,5.8,6,1,29,12,6000
5753,2004,1,1,23,31,50,,MEXICO,"MEXICO:  GUERRERO, MEXICO CITY",17.488,-101.303,29,6.1,,,,,
5754,2004,1,10,7,43,18,,SLOVAKIA,SLOVAKIA:  SLOVENSKO L'UPCA,48.758,19.217,5,2.2,,,,,
5755,2004,1,10,18,38,14.8,,ALGERIA,"ALGERIA:  NORTHERN:  ALGIERS, BOUMERDES",36.852,3.418,10,4.4,,,300,,
5756,2004,1,14,16,58,48.1,,IRAN,IRAN:  SOUTHERN:  FIRUZABAD,27.695,52.397,12,5.2,,,,,
5757,2004,2,4,11,59,47.6,,PANAMA,PANAMA-COSTA RICA:  CHIRIQUI,8.358,-82.877,29,6.1,,,4,,
5758,2004,2,5,21,5,2.8,,INDONESIA,INDONESIA:  NABIRE,-3.615,135.538,17,7,,37,682,1,2678
5759,2004,2,7,2,42,35.2,,INDONESIA,INDONESIA:  NABIRE,-4.003,135.023,10,7.3,,,,,
5760,2004,2,11,8,15,3.8,4562,JORDAN,"JORDAN:  MA'IN; ISRAEL:  JERUSALEM, PETAH-TIQWA",31.675,35.551,27,5.3,,,4,,
5761,2004,2,14,10,30,22.1,,PAKISTAN,"PAKISTAN:  BALAKOT, BATGRAM, MANSEHRA",34.774,73.216,11,5.4,,24,40,,1420
5762,2004,2,16,14,44,39.9,,INDONESIA,INDONESIA:  SUMATRA:  PADANGPANJANG,-0.466,100.655,56,5.1,,5,7,,
5763,2004,2,22,6,46,27,,INDONESIA,INDONESIA:  SUMATRA:  PESISIR SELATAN,-1.559,100.488,42,6,,,1,,
